"PROJ","CLASSIFIER","ITERATION","FEATURE_SELECTION","SAMPLING","COST_SENSITIVE","PRECISION","RECALL","AUC","KAPPA","NPOFB","TP","FP","TN","FN","%_OF_TRAINING"
"SYNCOPE","NaiveBayes","26","BEST FIRST","NO","NO","0,03175","0,04255","0,79234","0,01589","0,21277","2.0","61.0","2480.0","45.0","92,31842"
"SYNCOPE","IBk","26","BEST FIRST","NO","NO","0,09756","0,08511","0,51103","0,07526","0,29787","4.0","37.0","2504.0","43.0","92,31842"
"SYNCOPE","RandomForest","26","BEST FIRST","UNDERSAMPLING","NO","0,04076","0,59574","0,69463","0,04379","0,34043","28.0","659.0","1882.0","19.0","92,31842"
"SYNCOPE","NaiveBayes","26","BEST FIRST","UNDERSAMPLING","NO","0,06726","0,31915","0,78267","0,08362","0,3617","15.0","208.0","2333.0","32.0","92,31842"
"SYNCOPE","IBk","26","BEST FIRST","UNDERSAMPLING","NO","0,03337","0,57447","0,62285","0,02978","0,3617","27.0","782.0","1759.0","20.0","92,31842"
"SYNCOPE","RandomForest","26","BEST FIRST","OVERSAMPLING","NO","0,032","0,34043","0,49349","0,02617","0,2766","16.0","484.0","2057.0","31.0","92,31842"
"SYNCOPE","NaiveBayes","26","BEST FIRST","OVERSAMPLING","NO","0,06075","0,2766","0,78099","0,07198","0,2766","13.0","201.0","2340.0","34.0","92,31842"
"SYNCOPE","IBk","26","BEST FIRST","OVERSAMPLING","NO","0,03586","0,38298","0,52463","0,03347","0,2766","18.0","484.0","2057.0","29.0","92,31842"
"SYNCOPE","RandomForest","26","BEST FIRST","NO","SENSITIVE_LEARNING","0,03859","0,25532","0,54274","0,03664","0,34043","12.0","299.0","2242.0","35.0","92,31842"
"SYNCOPE","NaiveBayes","26","BEST FIRST","NO","SENSITIVE_LEARNING","0,04861","0,14894","0,79234","0,04721","0,31915","7.0","137.0","2404.0","40.0","92,31842"
"SYNCOPE","IBk","26","BEST FIRST","NO","SENSITIVE_LEARNING","0,04407","0,2766","0,51086","0,04614","0,31915","13.0","282.0","2259.0","34.0","92,31842"
"SYNCOPE","RandomForest","27","NO","NO","NO","0,2","0,02667","0,63016","0,03554","0,22667","2.0","8.0","1395.0","73.0","95,79744"
"SYNCOPE","NaiveBayes","27","NO","NO","NO","0,27586","0,10667","0,73799","0,1292","0,18667","8.0","21.0","1382.0","67.0","95,79744"
"SYNCOPE","IBk","27","NO","NO","NO","0,29412","0,13333","0,49398","0,15679","0,2","10.0","24.0","1379.0","65.0","95,79744"
"SYNCOPE","RandomForest","27","BEST FIRST","NO","NO","0,4","0,02667","0,53753","0,04394","0,24","2.0","3.0","1400.0","73.0","95,79744"
"SYNCOPE","NaiveBayes","27","BEST FIRST","NO","NO","0,16","0,05333","0,72391","0,05605","0,16","4.0","21.0","1382.0","71.0","95,79744"
"SYNCOPE","IBk","27","BEST FIRST","NO","NO","0,26316","0,06667","0,43654","0,08767","0,2","5.0","14.0","1389.0","70.0","95,79744"
"SYNCOPE","RandomForest","27","BEST FIRST","UNDERSAMPLING","NO","0,11111","0,52","0,6746","0,10856","0,26667","39.0","312.0","1091.0","36.0","95,79744"
"SYNCOPE","NaiveBayes","27","BEST FIRST","UNDERSAMPLING","NO","0,18421","0,18667","0,73731","0,14158","0,18667","14.0","62.0","1341.0","61.0","95,79744"
"SYNCOPE","IBk","27","BEST FIRST","UNDERSAMPLING","NO","0,09867","0,49333","0,61665","0,08725","0,24","37.0","338.0","1065.0","38.0","95,79744"
"SYNCOPE","RandomForest","27","BEST FIRST","OVERSAMPLING","NO","0,08257","0,24","0,49066","0,05122","0,22667","18.0","200.0","1203.0","57.0","95,79744"
"SYNCOPE","NaiveBayes","27","BEST FIRST","OVERSAMPLING","NO","0,16304","0,2","0,72804","0,13106","0,16","15.0","77.0","1326.0","60.0","95,79744"
"SYNCOPE","IBk","27","BEST FIRST","OVERSAMPLING","NO","0,08108","0,24","0,46701","0,04907","0,26667","18.0","204.0","1199.0","57.0","95,79744"
"SYNCOPE","RandomForest","27","BEST FIRST","NO","SENSITIVE_LEARNING","0,10714","0,16","0,51025","0,07193","0,21333","12.0","100.0","1303.0","63.0","95,79744"
"SYNCOPE","NaiveBayes","27","BEST FIRST","NO","SENSITIVE_LEARNING","0,18333","0,14667","0,72391","0,12342","0,2","11.0","49.0","1354.0","64.0","95,79744"
"SYNCOPE","IBk","27","BEST FIRST","NO","SENSITIVE_LEARNING","0,08257","0,12","0,43656","0,04012","0,21333","9.0","100.0","1303.0","66.0","95,79744"
"SYNCOPE","RandomForest","28","NO","NO","NO","0,05556","0,0087","0,72618","-0,00203","0,3913","1.0","17.0","1696.0","114.0","95,05906"
"SYNCOPE","NaiveBayes","28","NO","NO","NO","0,31343","0,18261","0,81953","0,19341","0,27826","21.0","46.0","1667.0","94.0","95,05906"
"SYNCOPE","IBk","28","NO","NO","NO","0,15584","0,10435","0,47234","0,0785","0,18261","12.0","65.0","1648.0","103.0","95,05906"
"SYNCOPE","RandomForest","28","BEST FIRST","NO","NO","0,16129","0,04348","0,63687","0,04292","0,31304","5.0","26.0","1687.0","110.0","95,05906"
"SYNCOPE","NaiveBayes","28","BEST FIRST","NO","NO","0,16216","0,05217","0,69744","0,04985","0,09565","6.0","31.0","1682.0","109.0","95,05906"
"SYNCOPE","IBk","28","BEST FIRST","NO","NO","0,18","0,07826","0,43795","0,07378","0,22609","9.0","41.0","1672.0","106.0","95,05906"
"SYNCOPE","RandomForest","28","BEST FIRST","UNDERSAMPLING","NO","0,14161","0,70435","0,72779","0,14638","0,3913","81.0","491.0","1222.0","34.0","95,05906"
"SYNCOPE","NaiveBayes","28","BEST FIRST","UNDERSAMPLING","NO","0,15714","0,1913","0,68375","0,11115","0,18261","22.0","118.0","1595.0","93.0","95,05906"
"SYNCOPE","IBk","28","BEST FIRST","UNDERSAMPLING","NO","0,13198","0,67826","0,68738","0,12925","0,43478","78.0","513.0","1200.0","37.0","95,05906"
"SYNCOPE","RandomForest","28","BEST FIRST","OVERSAMPLING","NO","0,11371","0,29565","0,54345","0,08072","0,26957","34.0","265.0","1448.0","81.0","95,05906"
"SYNCOPE","NaiveBayes","28","BEST FIRST","OVERSAMPLING","NO","0,16667","0,18261","0,70422","0,11613","0,1913","21.0","105.0","1608.0","94.0","95,05906"
"SYNCOPE","IBk","28","BEST FIRST","OVERSAMPLING","NO","0,10067","0,26087","0,46342","0,05993","0,27826","30.0","268.0","1445.0","85.0","95,05906"
"SYNCOPE","RandomForest","28","BEST FIRST","NO","SENSITIVE_LEARNING","0,16875","0,23478","0,58146","0,13289","0,29565","27.0","133.0","1580.0","88.0","95,05906"
"SYNCOPE","NaiveBayes","28","BEST FIRST","NO","SENSITIVE_LEARNING","0,16667","0,12174","0,69744","0,09251","0,2","14.0","70.0","1643.0","101.0","95,05906"
"SYNCOPE","IBk","28","BEST FIRST","NO","SENSITIVE_LEARNING","0,1457","0,1913","0,43796","0,10122","0,26087","22.0","129.0","1584.0","93.0","95,05906"
"SYNCOPE","RandomForest","29","NO","NO","NO","0,08333","0,01111","0,8095","0,00763","0,4","1.0","11.0","1653.0","89.0","95,47367"
"SYNCOPE","NaiveBayes","29","NO","NO","NO","0,32258","0,22222","0,85421","0,23097","0,34444","20.0","42.0","1622.0","70.0","95,47367"
"SYNCOPE","IBk","29","NO","NO","NO","0,20253","0,17778","0,48578","0,1485","0,21111","16.0","63.0","1601.0","74.0","95,47367"
"SYNCOPE","RandomForest","29","BEST FIRST","NO","NO","0,28571","0,11111","0,66047","0,13515","0,26667","10.0","25.0","1639.0","80.0","95,47367"
"SYNCOPE","NaiveBayes","29","BEST FIRST","NO","NO","0,21875","0,07778","0,74709","0,09027","0,1","7.0","25.0","1639.0","83.0","95,47367"
"SYNCOPE","IBk","29","BEST FIRST","NO","NO","0,22222","0,17778","0,4593","0,15918","0,23333","16.0","56.0","1608.0","74.0","95,47367"
"SYNCOPE","RandomForest","29","BEST FIRST","UNDERSAMPLING","NO","0,10863","0,75556","0,75816","0,1101","0,23333","68.0","558.0","1106.0","22.0","95,47367"
"SYNCOPE","NaiveBayes","29","BEST FIRST","UNDERSAMPLING","NO","0,18627","0,21111","0,75249","0,15167","0,23333","19.0","83.0","1581.0","71.0","95,47367"
"SYNCOPE","IBk","29","BEST FIRST","UNDERSAMPLING","NO","0,10159","0,71111","0,66035","0,09666","0,2","64.0","566.0","1098.0","26.0","95,47367"
"SYNCOPE","RandomForest","29","BEST FIRST","OVERSAMPLING","NO","0,08046","0,23333","0,51815","0,04693","0,16667","21.0","240.0","1424.0","69.0","95,47367"
"SYNCOPE","NaiveBayes","29","BEST FIRST","OVERSAMPLING","NO","0,19444","0,23333","0,74511","0,1654","0,17778","21.0","87.0","1577.0","69.0","95,47367"
"SYNCOPE","IBk","29","BEST FIRST","OVERSAMPLING","NO","0,08397","0,24444","0,46075","0,05264","0,18889","22.0","240.0","1424.0","68.0","95,47367"
"SYNCOPE","RandomForest","29","BEST FIRST","NO","SENSITIVE_LEARNING","0,11628","0,22222","0,56929","0,09146","0,17778","20.0","152.0","1512.0","70.0","95,47367"
"SYNCOPE","NaiveBayes","29","BEST FIRST","NO","SENSITIVE_LEARNING","0,18182","0,15556","0,74709","0,12632","0,18889","14.0","63.0","1601.0","76.0","95,47367"
"SYNCOPE","IBk","29","BEST FIRST","NO","SENSITIVE_LEARNING","0,11465","0,2","0,45928","0,08614","0,2","18.0","139.0","1525.0","72.0","95,47367"
"SYNCOPE","RandomForest","30","NO","NO","NO","0,38462","0,03546","0,69033","0,05182","0,28571","5.0","8.0","1572.0","136.0","95,74768"
"SYNCOPE","NaiveBayes","30","NO","NO","NO","0,41304","0,13475","0,75386","0,16974","0,21277","19.0","27.0","1553.0","122.0","95,74768"
"SYNCOPE","IBk","30","NO","NO","NO","0,40909","0,12766","0,50418","0,16193","0,25532","18.0","26.0","1554.0","123.0","95,74768"
"SYNCOPE","RandomForest","30","BEST FIRST","NO","NO","0,42105","0,05674","0,63462","0,08214","0,24823","8.0","11.0","1569.0","133.0","95,74768"
"SYNCOPE","NaiveBayes","30","BEST FIRST","NO","NO","0,52941","0,12766","0,70689","0,1796","0,18571","18.0","16.0","1564.0","123.0","95,74768"
"SYNCOPE","IBk","30","BEST FIRST","NO","NO","0,35556","0,11348","0,46858","0,13787","0,24113","16.0","29.0","1551.0","125.0","95,74768"
"SYNCOPE","RandomForest","30","BEST FIRST","UNDERSAMPLING","NO","0,17325","0,56028","0,72802","0,15946","0,23404","79.0","377.0","1203.0","62.0","95,74768"
"SYNCOPE","NaiveBayes","30","BEST FIRST","UNDERSAMPLING","NO","0,38095","0,28369","0,70205","0,27446","0,28571","40.0","65.0","1515.0","101.0","95,74768"
"SYNCOPE","IBk","30","BEST FIRST","UNDERSAMPLING","NO","0,15779","0,5461","0,64857","0,13485","0,24286","77.0","411.0","1169.0","64.0","95,74768"
"SYNCOPE","RandomForest","30","BEST FIRST","OVERSAMPLING","NO","0,1358","0,23404","0,52869","0,07607","0,23404","33.0","210.0","1370.0","108.0","95,74768"
"SYNCOPE","NaiveBayes","30","BEST FIRST","OVERSAMPLING","NO","0,37736","0,28369","0,68835","0,27275","0,28571","40.0","66.0","1514.0","101.0","95,74768"
"SYNCOPE","IBk","30","BEST FIRST","OVERSAMPLING","NO","0,13147","0,23404","0,48552","0,07089","0,22695","33.0","218.0","1362.0","108.0","95,74768"
"SYNCOPE","RandomForest","30","BEST FIRST","NO","SENSITIVE_LEARNING","0,14765","0,15603","0,57866","0,07374","0,22143","22.0","127.0","1453.0","119.0","95,74768"
"SYNCOPE","NaiveBayes","30","BEST FIRST","NO","SENSITIVE_LEARNING","0,39241","0,21986","0,70689","0,23692","0,28571","31.0","48.0","1532.0","110.0","95,74768"
"SYNCOPE","IBk","30","BEST FIRST","NO","SENSITIVE_LEARNING","0,16084","0,16312","0,46857","0,08661","0,22695","23.0","120.0","1460.0","118.0","95,74768"
"SYNCOPE","RandomForest","31","NO","NO","NO","0","0","0,6688","-0,00753","0,3","0.0","10.0","1753.0","20.0","95,78038"
"SYNCOPE","NaiveBayes","31","NO","NO","NO","0,05556","0,1","0,7096","0,05784","0,2","2.0","34.0","1729.0","18.0","95,78038"
"SYNCOPE","IBk","31","NO","NO","NO","0,02083","0,05","0,56373","0,01379","0,25","1.0","47.0","1716.0","19.0","95,78038"
"SYNCOPE","RandomForest","31","BEST FIRST","NO","NO","0,04545","0,05","0,66492","0,03629","0,25","1.0","21.0","1742.0","19.0","95,78038"
"SYNCOPE","NaiveBayes","31","BEST FIRST","NO","NO","0,05263","0,1","0,72852","0,05508","0,15","2.0","36.0","1727.0","18.0","95,78038"
"SYNCOPE","IBk","31","BEST FIRST","NO","NO","0","0","0,53444","-0,01417","0,2","0.0","33.0","1730.0","20.0","95,78038"
"SYNCOPE","RandomForest","31","BEST FIRST","UNDERSAMPLING","NO","0,02637","0,6","0,73257","0,02967","0,2","12.0","443.0","1320.0","8.0","95,78038"
"SYNCOPE","NaiveBayes","31","BEST FIRST","UNDERSAMPLING","NO","0,04854","0,25","0,71739","0,06371","0,1","5.0","98.0","1665.0","15.0","95,78038"
"SYNCOPE","IBk","31","BEST FIRST","UNDERSAMPLING","NO","0,02708","0,65","0,74502","0,03113","0,2","13.0","467.0","1296.0","7.0","95,78038"
"SYNCOPE","RandomForest","31","BEST FIRST","OVERSAMPLING","NO","0,02349","0,35","0,60549","0,0235","0,2","7.0","291.0","1472.0","13.0","95,78038"
"SYNCOPE","NaiveBayes","31","BEST FIRST","OVERSAMPLING","NO","0,0431","0,25","0,72545","0,05546","0,1","5.0","111.0","1652.0","15.0","95,78038"
"SYNCOPE","IBk","31","BEST FIRST","OVERSAMPLING","NO","0,01961","0,3","0,52328","0,01609","0,2","6.0","300.0","1463.0","14.0","95,78038"
"SYNCOPE","RandomForest","31","BEST FIRST","NO","SENSITIVE_LEARNING","0,02959","0,25","0,63582","0,03352","0,25","5.0","164.0","1599.0","15.0","95,78038"
"SYNCOPE","NaiveBayes","31","BEST FIRST","NO","SENSITIVE_LEARNING","0,04545","0,2","0,72852","0,05683","0,1","4.0","84.0","1679.0","16.0","95,78038"
"SYNCOPE","IBk","31","BEST FIRST","NO","SENSITIVE_LEARNING","0,01807","0,15","0,53433","0,01249","0,25","3.0","163.0","1600.0","17.0","95,78038"
"SYNCOPE","RandomForest","32","NO","NO","NO","0","0","0,51592","-0,00738","0,11111","0.0","10.0","1728.0","18.0","96,01009"
"SYNCOPE","NaiveBayes","32","NO","NO","NO","0","0","0,67293","-0,01064","0,11111","0.0","19.0","1719.0","18.0","96,01009"
"SYNCOPE","IBk","32","NO","NO","NO","0,05882","0,05556","0,56706","0,04766","0,22222","1.0","16.0","1722.0","17.0","96,01009"
"SYNCOPE","RandomForest","32","BEST FIRST","NO","NO","0","0","0,51793","-0,00738","0,27778","0.0","10.0","1728.0","18.0","96,01009"
"SYNCOPE","NaiveBayes","32","BEST FIRST","NO","NO","0,05128","0,11111","0,67769","0,05695","0,16667","2.0","37.0","1701.0","16.0","96,01009"
"SYNCOPE","IBk","32","BEST FIRST","NO","NO","0,06667","0,05556","0,57283","0,05177","0,27778","1.0","14.0","1724.0","17.0","96,01009"
"SYNCOPE","RandomForest","32","BEST FIRST","UNDERSAMPLING","NO","0,0105","0,22222","0,63879","0,00048","0,22222","4.0","377.0","1361.0","14.0","96,01009"
"SYNCOPE","NaiveBayes","32","BEST FIRST","UNDERSAMPLING","NO","0,05825","0,33333","0,69104","0,08317","0,27778","6.0","97.0","1641.0","12.0","96,01009"
"SYNCOPE","IBk","32","BEST FIRST","UNDERSAMPLING","NO","0,00952","0,22222","0,5844","-0,00142","0,22222","4.0","416.0","1322.0","14.0","96,01009"
"SYNCOPE","RandomForest","32","BEST FIRST","OVERSAMPLING","NO","0,01266","0,22222","0,52415","0,00465","0,22222","4.0","312.0","1426.0","14.0","96,01009"
"SYNCOPE","NaiveBayes","32","BEST FIRST","OVERSAMPLING","NO","0,05","0,33333","0,68129","0,07038","0,27778","6.0","114.0","1624.0","12.0","96,01009"
"SYNCOPE","IBk","32","BEST FIRST","OVERSAMPLING","NO","0,01587","0,27778","0,57453","0,01085","0,22222","5.0","310.0","1428.0","13.0","96,01009"
"SYNCOPE","RandomForest","32","BEST FIRST","NO","SENSITIVE_LEARNING","0,01429","0,11111","0,51753","0,00728","0,16667","2.0","138.0","1600.0","16.0","96,01009"
"SYNCOPE","NaiveBayes","32","BEST FIRST","NO","SENSITIVE_LEARNING","0,06098","0,27778","0,67769","0,08461","0,27778","5.0","77.0","1661.0","13.0","96,01009"
"SYNCOPE","IBk","32","BEST FIRST","NO","SENSITIVE_LEARNING","0,01449","0,11111","0,57275","0,00764","0,16667","2.0","136.0","1602.0","16.0","96,01009"
"SYNCOPE","RandomForest","33","NO","NO","NO","0","NaN","NaN","0","0","0.0","5.0","1759.0","0.0","96,14637"
"SYNCOPE","NaiveBayes","33","NO","NO","NO","0","NaN","NaN","0","0","0.0","20.0","1744.0","0.0","96,14637"
"SYNCOPE","IBk","33","NO","NO","NO","0","NaN","NaN","0","0","0.0","11.0","1753.0","0.0","96,14637"
"SYNCOPE","RandomForest","33","BEST FIRST","NO","NO","0","NaN","NaN","0","0","0.0","4.0","1760.0","0.0","96,14637"
"SYNCOPE","NaiveBayes","33","BEST FIRST","NO","NO","0","NaN","NaN","0","0","0.0","36.0","1728.0","0.0","96,14637"
"SYNCOPE","IBk","33","BEST FIRST","NO","NO","0","NaN","NaN","0","0","0.0","16.0","1748.0","0.0","96,14637"
"SYNCOPE","RandomForest","33","BEST FIRST","UNDERSAMPLING","NO","0","NaN","NaN","0","0","0.0","400.0","1364.0","0.0","96,14637"
"SYNCOPE","NaiveBayes","33","BEST FIRST","UNDERSAMPLING","NO","0","NaN","NaN","0","0","0.0","82.0","1682.0","0.0","96,14637"
"SYNCOPE","IBk","33","BEST FIRST","UNDERSAMPLING","NO","0","NaN","NaN","0","0","0.0","449.0","1315.0","0.0","96,14637"
"SYNCOPE","RandomForest","33","BEST FIRST","OVERSAMPLING","NO","0","NaN","NaN","0","0","0.0","313.0","1451.0","0.0","96,14637"
"SYNCOPE","NaiveBayes","33","BEST FIRST","OVERSAMPLING","NO","0","NaN","NaN","0","0","0.0","104.0","1660.0","0.0","96,14637"
"SYNCOPE","IBk","33","BEST FIRST","OVERSAMPLING","NO","0","NaN","NaN","0","0","0.0","331.0","1433.0","0.0","96,14637"
"SYNCOPE","RandomForest","33","BEST FIRST","NO","SENSITIVE_LEARNING","0","NaN","NaN","0","0","0.0","97.0","1667.0","0.0","96,14637"
"SYNCOPE","NaiveBayes","33","BEST FIRST","NO","SENSITIVE_LEARNING","0","NaN","NaN","0","0","0.0","72.0","1692.0","0.0","96,14637"
"SYNCOPE","IBk","33","BEST FIRST","NO","SENSITIVE_LEARNING","0","NaN","NaN","0","0","0.0","108.0","1656.0","0.0","96,14637"
"SYNCOPE","RandomForest","34","NO","NO","NO","0","NaN","NaN","0","0","0.0","3.0","1755.0","0.0","96,30152"
"SYNCOPE","NaiveBayes","34","NO","NO","NO","0","NaN","NaN","0","0","0.0","16.0","1742.0","0.0","96,30152"
"SYNCOPE","IBk","34","NO","NO","NO","0","NaN","NaN","0","0","0.0","4.0","1754.0","0.0","96,30152"
"SYNCOPE","RandomForest","34","BEST FIRST","NO","NO","0","NaN","NaN","0","0","0.0","3.0","1755.0","0.0","96,30152"
"SYNCOPE","NaiveBayes","34","BEST FIRST","NO","NO","0","NaN","NaN","0","0","0.0","34.0","1724.0","0.0","96,30152"
"SYNCOPE","IBk","34","BEST FIRST","NO","NO","0","NaN","NaN","0","0","0.0","4.0","1754.0","0.0","96,30152"
"SYNCOPE","RandomForest","34","BEST FIRST","UNDERSAMPLING","NO","0","NaN","NaN","0","0","0.0","361.0","1397.0","0.0","96,30152"
"SYNCOPE","NaiveBayes","34","BEST FIRST","UNDERSAMPLING","NO","0","NaN","NaN","0","0","0.0","155.0","1603.0","0.0","96,30152"
"SYNCOPE","IBk","34","BEST FIRST","UNDERSAMPLING","NO","0","NaN","NaN","0","0","0.0","387.0","1371.0","0.0","96,30152"
"SYNCOPE","RandomForest","34","BEST FIRST","OVERSAMPLING","NO","0","NaN","NaN","0","0","0.0","293.0","1465.0","0.0","96,30152"
"SYNCOPE","NaiveBayes","34","BEST FIRST","OVERSAMPLING","NO","0","NaN","NaN","0","0","0.0","90.0","1668.0","0.0","96,30152"
"SYNCOPE","IBk","34","BEST FIRST","OVERSAMPLING","NO","0","NaN","NaN","0","0","0.0","295.0","1463.0","0.0","96,30152"
"SYNCOPE","RandomForest","34","BEST FIRST","NO","SENSITIVE_LEARNING","0","NaN","NaN","0","0","0.0","98.0","1660.0","0.0","96,30152"
"SYNCOPE","NaiveBayes","34","BEST FIRST","NO","SENSITIVE_LEARNING","0","NaN","NaN","0","0","0.0","65.0","1693.0","0.0","96,30152"
"SYNCOPE","IBk","34","BEST FIRST","NO","SENSITIVE_LEARNING","0","NaN","NaN","0","0","0.0","97.0","1661.0","0.0","96,30152"
